,__EVENTCASE__,__PARENTALCONTROL__death_period,__PARENTALCONTROL__distinct_payload_app_id,__PARENTALCONTROL__distinct_payload_app_name,__PARENTALCONTROL__distinct_payload_device_id,__PARENTALCONTROL__distinct_payload_member_id,__PARENTALCONTROL__distinct_payload_profile_id,__PARENTALCONTROL__distinct_payload_reason,__PARENTALCONTROL__distinct_payload_url,__PARENTALCONTROL__event_type_continue_browsing_allowed,__PARENTALCONTROL__event_type_continue_browsing_requested,__PARENTALCONTROL__event_type_inappropriate_app_detected,__PARENTALCONTROL__event_type_kids_back_to_home,__PARENTALCONTROL__event_type_network_time_limited,__PARENTALCONTROL__event_type_web_site_filtered,__PARENTALCONTROL__hours_of_day_0,__PARENTALCONTROL__hours_of_day_1,__PARENTALCONTROL__hours_of_day_10,__PARENTALCONTROL__hours_of_day_11,__PARENTALCONTROL__hours_of_day_12,__PARENTALCONTROL__hours_of_day_13,__PARENTALCONTROL__hours_of_day_14,__PARENTALCONTROL__hours_of_day_15,__PARENTALCONTROL__hours_of_day_16,__PARENTALCONTROL__hours_of_day_17,__PARENTALCONTROL__hours_of_day_18,__PARENTALCONTROL__hours_of_day_19,__PARENTALCONTROL__hours_of_day_2,__PARENTALCONTROL__hours_of_day_20,__PARENTALCONTROL__hours_of_day_21,__PARENTALCONTROL__hours_of_day_22,__PARENTALCONTROL__hours_of_day_23,__PARENTALCONTROL__hours_of_day_3,__PARENTALCONTROL__hours_of_day_4,__PARENTALCONTROL__hours_of_day_5,__PARENTALCONTROL__hours_of_day_6,__PARENTALCONTROL__hours_of_day_7,__PARENTALCONTROL__hours_of_day_8,__PARENTALCONTROL__hours_of_day_9,__PARENTALCONTROL__live_period,__PARENTALCONTROL__locale,__PARENTALCONTROL__payload_action_accept,__PARENTALCONTROL__payload_action_block,__PARENTALCONTROL__payload_cat_id_0,__PARENTALCONTROL__payload_cat_id_1,__PARENTALCONTROL__payload_cat_id_2,__PARENTALCONTROL__payload_cat_id_3,__PARENTALCONTROL__payload_cat_id_4,__PARENTALCONTROL__payload_cat_name_,__PARENTALCONTROL__rate,__PARENTALCONTROL__station_final_status,__PARENTALCONTROL__total_event,__STATIONID__
1282,64AB-94F6-7964-7768-3DBA_2017-04-09 13:49:08,995.0,1,1,1,1,1,1,1,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602585.0,0,0,6,0,0,0,0,0,0,0.9997838638624722,1,6,64AB-94F6-7964-7768-3DBA
1283,8424-8AD7-6344-E985-75D6_2017-10-12 21:28:56,29661.0,1,1,1,1,1,1,5,0,0,0,80,134,6,0,0,32,35,16,15,12,10,10,12,5,6,1,2,1,1,0,3,6,12,11,9,12,9,2567505.0,0,0,140,5,1,0,0,0,5,0.9885794747043508,1,220,8424-8AD7-6344-E985-75D6
1285,F557-4262-D464-76FB-6D55_2017-10-24 04:05:33,1042.0,1,1,8,3,1,1,7,0,0,0,3109,0,221,0,11,259,291,323,329,16,0,0,0,0,0,11,0,0,26,0,359,357,323,304,237,233,251,4909027.0,0,0,221,221,0,0,0,0,221,0.9997877830230084,1,3330,F557-4262-D464-76FB-6D55
1288,7FA3-AADC-E4C4-B39B-E883_2017-10-02 09:54:24,2606.0,3,3,6,4,1,1,1,0,0,28,0,1118,0,0,10,118,92,116,83,77,87,84,89,84,88,3,52,12,3,0,3,0,0,0,5,0,140,2167078.0,0,0,1118,0,0,0,0,0,0,0.998798903434786,1,1146,7FA3-AADC-E4C4-B39B-E883
1290,C5B4-45C8-74E4-353B-54E7_2017-04-08 03:33:12,80087.0,3,3,1,1,1,1,2,0,0,109,0,0,1,1,10,10,12,8,14,8,5,2,0,0,0,0,0,0,0,0,0,14,6,3,3,9,5,1921131.0,0,0,1,1,0,0,0,0,1,0.9599808716491656,1,110,C5B4-45C8-74E4-353B-54E7
1293,FD68-BFCC-5C94-ED4A-7E94_2017-08-19 04:36:44,5204.0,3,3,8,3,1,1,5,0,0,71,15,1169,22,2,6,42,4,15,176,133,117,99,126,105,112,0,105,110,91,0,4,0,3,8,0,7,12,1542809.0,0,16,1175,19,3,0,0,0,19,0.99663827112563,1,1277,FD68-BFCC-5C94-ED4A-7E94
1295,C8A4-5276-89B4-A569-675A_2017-09-03 07:08:42,16013.0,1,1,3,1,1,1,1,0,0,0,1,1287,0,0,0,0,124,121,131,129,126,134,132,131,126,0,126,7,0,0,0,1,0,0,0,0,0,1921004.0,0,1287,0,0,0,0,0,0,0,0.9917331649644788,1,1288,C8A4-5276-89B4-A569-675A
1296,B9A5-7FEF-D798-4C6E-BFC5_2017-10-12 03:37:14,1260.0,3,3,3,1,1,1,1,0,0,47,0,408,0,0,0,4,23,65,52,43,47,51,47,46,31,0,5,3,5,7,0,0,4,9,2,11,0,1969140.0,0,0,408,0,0,0,0,0,0,0.9993605359317904,1,455,B9A5-7FEF-D798-4C6E-BFC5
1297,3867-D656-948F-483A-FC25_2017-09-29 15:42:37,2542.0,15,15,9,11,2,1,24,0,0,5419,101,157,360,249,270,497,493,402,253,150,100,108,152,127,170,228,106,155,310,256,146,145,213,316,453,295,443,7348361.0,0,239,278,300,19,0,5,36,336,0.9996541921448291,0,6037,3867-D656-948F-483A-FC25
1299,557D-DC9E-2B4F-AFB3-65A2_2017-07-20 08:30:29,8879.0,3,3,7,4,1,1,2,0,0,302,102,268,1,14,35,68,56,29,20,22,25,29,33,28,27,41,30,2,1,9,24,20,20,37,22,39,42,2110473.0,0,0,269,0,1,0,0,0,0,0.9958105118923144,1,673,557D-DC9E-2B4F-AFB3-65A2
1305,679B-76DF-86B4-7EFA-BF3E_2017-08-20 02:34:02,1160.0,3,3,5,5,1,1,17,0,0,320,169,0,29,9,9,26,42,29,41,49,0,7,3,0,0,30,0,0,6,0,13,13,93,37,30,36,45,4667464.0,0,0,29,24,5,0,0,0,24,0.9997515327856772,1,518,679B-76DF-86B4-7EFA-BF3E
1307,5837-B7F4-34C4-ED6A-AE6E_2017-11-07 04:30:08,5928.0,1,1,11,2,1,4,39,12,14,0,1917,159,5202,0,0,710,601,965,859,967,1005,423,129,28,33,0,36,0,0,9,1,128,165,99,291,113,742,14843642.0,0,0,5361,5228,0,0,0,0,5202,0.9996007965213808,1,7304,5837-B7F4-34C4-ED6A-AE6E
1308,D64C-A524-454F-7FAA-3279_2017-06-17 10:46:39,1333.0,3,3,1,2,1,1,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6421837.0,0,1,5,0,6,0,0,0,0,0.9997924700731882,1,8,D64C-A524-454F-7FAA-3279
1310,7DF7-F552-7242-67B8-55D8_2017-10-10 23:35:28,4640.0,2,2,2,2,1,1,5,0,0,4,15,113,6,2,0,25,9,13,9,11,8,8,9,11,11,4,1,0,0,0,1,0,3,4,3,5,1,3258518.0,0,3,116,4,2,0,0,0,4,0.998578064561998,1,138,7DF7-F552-7242-67B8-55D8
1311,CC2D-3E58-46B4-92C6-8A5A_2017-07-05 00:11:03,114282.0,5,5,9,2,1,1,6,0,0,539,13,5121,12,240,239,280,311,262,264,216,197,203,219,212,215,206,211,205,220,244,224,228,231,279,241,286,252,1236619.0,0,5121,12,12,0,0,0,0,12,0.915403127246186,1,5685,CC2D-3E58-46B4-92C6-8A5A
1312,CCDF-FD7E-9244-5AA4-F944_2017-10-15 19:31:01,1845.0,3,3,13,5,1,1,4,0,0,1708,624,7594,4,70,101,152,119,99,100,80,437,1777,1985,1811,1271,59,282,226,80,55,102,108,156,232,276,209,143,9830744.0,0,3031,4567,4,0,0,0,0,4,0.999812358677862,1,9930,CCDF-FD7E-9244-5AA4-F944
1313,6533-D9BD-5234-68E9-D477_2017-07-13 04:04:26,518818.0,2,2,4,2,1,2,7,0,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1904010.0,0,2,5,8,1,0,0,0,6,0.7858626365552982,0,11,6533-D9BD-5234-68E9-D477
1320,376E-B7EC-2594-E6F8-6B9D_2017-07-19 01:02:03,4994.0,9,9,6,4,1,1,3,0,0,418,280,3,8,9,3,38,48,54,16,22,23,14,39,13,21,43,23,28,12,1,29,27,30,58,47,50,61,3251216.0,0,8,3,1,7,0,0,0,1,0.9984663151332376,1,709,376E-B7EC-2594-E6F8-6B9D
1323,D64C-A524-454F-7FAA-3279_2017-08-02 02:46:30,5651.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741638.0,0,1,0,1,0,0,0,0,1,0.996765846977804,1,1,D64C-A524-454F-7FAA-3279
1324,78C9-F52A-B842-358B-B226_2017-06-16 06:02:33,16426.0,1,1,4,3,1,1,1,0,0,0,72,0,0,0,0,13,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,676722.0,0,0,0,0,0,0,0,0,0,0.9763023192738058,0,72,78C9-F52A-B842-358B-B226
1326,F425-B56E-E884-6EA9-A75D_2017-10-25 10:01:30,306730.0,9,9,1,1,1,2,24,0,1,23265,0,0,96,572,502,1130,1522,2306,3232,3029,1888,992,315,85,35,550,138,354,982,1456,489,460,556,440,559,773,997,27554721.0,0,0,96,97,0,0,0,0,96,0.988990882061383,1,23362,F425-B56E-E884-6EA9-A75D
1328,7FA3-AADC-E4C4-B39B-E883_2017-09-07 03:45:34,15052.0,3,3,4,3,1,1,2,0,0,5,0,613,1,1,0,60,52,60,50,46,51,48,48,53,45,2,32,3,0,0,0,0,0,0,2,0,66,871992.0,0,0,614,1,0,0,0,0,1,0.9830312814245968,1,619,7FA3-AADC-E4C4-B39B-E883
1330,F557-4262-D464-76FB-6D55_2017-08-19 05:51:01,1087.0,1,1,7,3,1,1,1,0,0,0,360,0,0,0,0,29,28,46,39,0,0,0,0,0,0,0,0,0,0,0,30,28,32,31,27,29,41,915900.0,0,0,0,0,0,0,0,0,0,0.9988145960629758,1,360,F557-4262-D464-76FB-6D55
1332,EAD8-BCDF-DF49-C977-D845_2017-04-17 07:24:36,15204.0,1,1,5,3,1,1,38,0,0,0,0,0,158,0,15,0,31,5,47,38,1,2,0,1,0,0,0,0,2,4,0,0,4,0,5,2,1,10808578.0,0,158,0,154,4,0,0,0,154,0.9985953153897592,1,158,EAD8-BCDF-DF49-C977-D845
1333,6D59-7C66-84B8-BBDF-3384_2017-10-08 07:52:35,2756.0,1,1,2,1,1,1,1,0,0,0,66,235,0,0,1,9,38,59,42,31,24,27,24,5,1,8,0,0,0,0,2,2,3,8,6,6,5,1033958.0,0,235,0,0,0,0,0,0,0,0.997341600479978,1,301,6D59-7C66-84B8-BBDF-3384
1339,D43A-B999-DDB4-B648-88D9_2017-06-07 01:28:02,1753.0,4,4,6,5,1,1,1,0,0,1120,113,183,0,52,15,127,100,105,116,83,35,49,20,24,24,18,44,57,45,20,18,24,70,121,79,66,104,669377.0,0,183,0,0,0,0,0,0,0,0.997387987424195,1,1416,D43A-B999-DDB4-B648-88D9
1340,CCC9-67E9-F667-4D7A-9ED5_2017-10-09 08:34:16,3502.0,1,1,2,2,1,1,1,0,0,0,0,7324,0,0,0,0,0,963,886,901,875,910,914,908,920,0,47,0,0,0,0,0,0,0,0,0,0,21063412.0,0,0,7324,0,0,0,0,0,0,0.9998337677744352,1,7324,CCC9-67E9-F667-4D7A-9ED5
1344,3889-68D5-B9A4-BDAB-5475_2017-10-19 23:48:38,123038.0,2,2,10,4,1,1,19,0,0,2,0,421,27,0,2,14,89,67,60,53,32,28,31,30,23,1,1,1,0,0,1,4,4,4,4,1,0,741460.0,0,421,27,25,2,0,0,0,25,0.8576769408373415,1,450,3889-68D5-B9A4-BDAB-5475
1346,4C57-A898-8864-79E7-835F_2017-08-10 11:38:15,157273.0,1,1,3,3,1,1,1,0,0,0,103,0,0,0,0,14,13,6,8,0,0,0,0,0,0,0,0,0,0,0,5,10,8,10,6,8,15,566442.0,0,0,0,0,0,0,0,0,0,0.7826865547902144,1,103,4C57-A898-8864-79E7-835F
1348,7FA3-AADC-E4C4-B39B-E883_2017-11-02 13:47:22,1299.0,3,3,4,3,1,1,3,0,0,18,0,1230,24,0,0,129,116,114,114,105,114,110,114,112,116,0,75,3,3,1,1,4,1,2,2,9,27,1943900.0,0,0,1254,19,5,0,0,0,19,0.9993322020009264,1,1272,7FA3-AADC-E4C4-B39B-E883
1351,B784-5A79-56AB-44C9-8FCC_2017-08-25 05:37:29,172700.0,1,1,5,2,1,1,2,0,0,0,0,232,1,0,0,0,39,36,26,27,29,23,24,26,2,0,0,1,0,0,0,0,0,0,0,0,0,450403.0,0,0,233,1,0,0,0,0,1,0.7228387602049742,1,233,B784-5A79-56AB-44C9-8FCC
1352,9987-FDB5-947B-4C9F-89B8_2017-06-14 00:28:14,45298.0,13,13,20,6,1,1,27,0,0,2648,547,8386,57,376,250,590,621,756,879,709,553,556,524,482,495,285,491,482,536,576,241,247,257,259,388,530,555,655667.0,0,8443,0,53,4,0,0,0,53,0.9353776579429786,1,11638,9987-FDB5-947B-4C9F-89B8
1358,9987-FDB5-947B-4C9F-89B8_2017-10-26 04:10:18,9757.0,11,11,21,6,1,1,8,0,0,4515,429,1789,23,220,139,466,491,839,723,588,323,253,147,193,181,91,161,153,180,242,78,119,151,202,203,257,356,1123187.0,0,189,1623,23,0,0,0,0,23,0.9913879238514878,1,6756,9987-FDB5-947B-4C9F-89B8
1360,C532-347C-4E94-EAAA-D876_2017-07-21 11:19:24,1422.0,1,1,6,3,1,1,6,0,0,0,0,16436,9,0,0,1447,1497,1328,1197,1107,1120,1130,1114,1138,1143,0,1211,115,0,0,4,0,0,2,1,1447,1444,8239178.0,0,11129,5316,4,5,0,0,0,4,0.9998274397495328,1,16445,C532-347C-4E94-EAAA-D876
