,__EVENTCASE__,__STATIONID__,__STATION__death_period,__STATION__distinct_payload_firmware_version,__STATION__distinct_payload_gateway_mac,__STATION__distinct_payload_ip,__STATION__distinct_payload_profile_id,__STATION__entropy_for_hours_of_day,__STATION__event_type_condition_updated,__STATION__event_type_license_updated,__STATION__event_type_malfunctioning_state_changed,__STATION__event_type_status_changed,__STATION__hours_of_day_0,__STATION__hours_of_day_1,__STATION__hours_of_day_10,__STATION__hours_of_day_11,__STATION__hours_of_day_12,__STATION__hours_of_day_13,__STATION__hours_of_day_14,__STATION__hours_of_day_15,__STATION__hours_of_day_16,__STATION__hours_of_day_17,__STATION__hours_of_day_18,__STATION__hours_of_day_19,__STATION__hours_of_day_2,__STATION__hours_of_day_20,__STATION__hours_of_day_21,__STATION__hours_of_day_22,__STATION__hours_of_day_23,__STATION__hours_of_day_3,__STATION__hours_of_day_4,__STATION__hours_of_day_5,__STATION__hours_of_day_6,__STATION__hours_of_day_7,__STATION__hours_of_day_8,__STATION__hours_of_day_9,__STATION__live_period,__STATION__locale,__STATION__payload_malfunctioning_false,__STATION__payload_malfunctioning_true,__STATION__payload_offline_trigger_AU_GRACEFUL_SHUTDOWN,__STATION__payload_offline_trigger_MQTT_LASTWILL,__STATION__payload_status_OFFLINE,__STATION__payload_status_ONLINE,__STATION__rate,__STATION__station_final_status,__STATION__total_event
103,64A8-A668-46B8-447A-844C_2017-07-31 08:44:20,64A8-A668-46B8-447A-844C,3072.0,2,2,2,2,1.5733163646283497,10,0,0,29,0,0,2,5,0,0,1,0,0,2,0,0,3,1,0,2,3,1,2,3,0,0,8,6,6241599.0,0,39,0,1,13,14,25,0.9995080605527497,1,39
104,6294-F4BF-2C4E-D899-35F5_2017-09-04 08:35:32,6294-F4BF-2C4E-D899-35F5,2228.0,1,2,3,2,1.3625684004061225,112,0,0,8,22,0,0,6,22,0,0,0,0,6,22,0,0,0,0,0,6,0,0,5,23,6,1,1,2415373.0,0,120,0,1,3,4,116,0.9990784252653768,1,120
105,FD68-BFCC-5C94-ED4A-7E94_2017-07-04 15:39:41,FD68-BFCC-5C94-ED4A-7E94,68161.0,2,1,3,2,1.8495217342747168,0,0,0,67,0,0,4,0,0,6,2,9,3,8,3,0,2,1,9,0,6,3,4,0,3,2,0,2,1170027.0,0,67,0,1,35,36,31,0.9449510090551676,1,67
106,6662-9AB4-448E-B64B-E945_2017-04-25 13:39:09,6662-9AB4-448E-B64B-E945,1274.0,2,1,2,2,1.5733163646283497,0,0,0,47,1,0,0,3,3,2,2,0,0,0,0,4,0,4,0,2,11,5,4,3,0,3,0,0,798357.0,0,47,0,1,22,23,24,0.9984067651204118,1,47
107,9DB5-3F87-D524-FBAE-4CA3_2017-05-23 13:17:02,9DB5-3F87-D524-FBAE-4CA3,77237.0,2,1,2,3,0.6816102690529532,0,1,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,663044.0,0,12,0,1,5,6,6,0.8956652946651339,0,12
108,AE7C-66F8-BC74-ED9B-2243_2017-08-17 04:14:54,AE7C-66F8-BC74-ED9B-2243,4911.0,3,2,2,2,2.3116198546480144,48,0,0,66,2,2,8,0,3,4,6,13,11,1,2,3,1,3,12,3,0,13,5,0,5,2,0,15,4958547.0,0,114,0,2,22,24,90,0.99901056884132,1,114
109,5C6D-B877-344E-DEAD-B35B_2017-09-11 13:12:15,5C6D-B877-344E-DEAD-B35B,6151.0,4,2,2,2,2.0729270415374588,151,0,0,14,32,0,6,3,32,1,1,0,4,3,30,1,0,0,1,4,2,5,6,2,30,2,0,0,7147578.0,0,165,0,3,1,4,161,0.999140168714806,1,165
110,8FED-2BE4-E839-474C-9245_2017-06-23 08:22:51,8FED-2BE4-E839-474C-9245,82175.0,2,1,2,2,0.9830877585747856,0,1,0,13,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2409729.0,0,14,0,0,5,5,9,0.9670232079566468,1,14
111,6682-7C2D-B4BA-4CAA-98A9_2017-11-07 09:52:40,6682-7C2D-B4BA-4CAA-98A9,137240.0,1,2,3,2,0.8151862107956463,28,0,0,4,0,0,0,0,0,1,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,9,1,592297.0,0,32,0,0,2,2,30,0.8118806859693203,0,32
112,CA65-EA29-F347-FFAE-94F2_2017-04-07 22:57:04,CA65-EA29-F347-FFAE-94F2,2963.0,3,1,2,1,0.6519508373776711,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,3683991.0,0,7,0,0,2,2,5,0.9991963555824129,1,7
113,23B4-64F3-AAD4-449A-83D6_2017-10-02 06:02:56,23B4-64F3-AAD4-449A-83D6,1115.0,1,2,2,2,0.8823830530748153,32,0,0,4,0,0,0,0,0,0,8,2,0,0,0,0,8,8,0,0,0,0,0,0,1,1,8,0,687732.0,0,36,0,0,2,2,34,0.9983813531887342,1,36
114,E669-9B97-FD47-B9C2-A5DA_2017-04-13 00:13:38,E669-9B97-FD47-B9C2-A5DA,93113.0,2,1,3,2,0.9525127468791601,0,1,0,20,4,7,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,680888.0,0,21,0,0,9,9,12,0.8796991218357599,1,21
118,99CD-ABB5-FD54-CBE8-AAA4_2017-08-07 17:04:54,99CD-ABB5-FD54-CBE8-AAA4,2310323.0,2,2,4,2,1.4517003790904592,12,0,0,36,0,0,4,5,4,7,0,2,7,5,0,0,0,0,0,0,5,0,0,3,0,2,2,2,1385092.0,0,48,0,1,16,17,31,0.374813654217456,1,48
120,9CEB-2996-E846-CAA6-78B4_2017-04-23 01:42:58,9CEB-2996-E846-CAA6-78B4,1989.0,4,1,2,2,0.9943617837643206,0,1,0,24,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,10,0,0,2,2,2,1201076.0,0,25,0,2,9,11,14,0.9983467227456538,1,25
121,679B-76DF-86B4-7EFA-BF3E_2017-05-02 10:00:28,679B-76DF-86B4-7EFA-BF3E,86572.0,1,1,5,2,0.8947504818324978,0,0,0,15,3,0,1,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,525257.0,0,15,0,0,7,7,8,0.8585029477190522,1,15
124,53B2-3BEB-9949-A88C-F58B_2017-08-10 20:22:53,53B2-3BEB-9949-A88C-F58B,50121.0,2,2,2,2,1.567224909183783,25,0,0,18,0,0,0,4,0,2,5,0,0,6,4,0,5,6,0,0,3,0,0,3,0,2,2,1,1940323.0,0,43,0,1,8,9,34,0.9748191860710474,1,43
126,62FE-D5B4-43C5-42A8-AF96_2017-02-08 07:01:35,62FE-D5B4-43C5-42A8-AF96,1729797.0,2,1,2,1,0.3445982481028228,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,783942.0,0,5,0,0,2,2,3,0.3118629261033067,0,5
127,5F52-DB49-8C84-7748-C78A_2017-08-28 17:54:39,5F52-DB49-8C84-7748-C78A,5671.0,1,2,4,2,0.9943617837643206,28,0,0,30,0,7,6,0,0,7,9,8,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,617164.0,0,58,0,0,15,15,43,0.9908948597943276,1,58
128,6DA3-FAFD-9F94-4A79-22AD_2017-11-04 10:32:08,6DA3-FAFD-9F94-4A79-22AD,394072.0,4,2,2,2,1.9657923087569216,368,0,2,13,0,0,50,3,0,0,13,31,49,0,0,0,14,12,32,49,0,31,54,0,0,2,12,31,9155727.0,0,381,2,2,3,5,378,0.9587350477219468,0,383
129,DF82-37E9-EAF4-2582-DB39_2017-05-03 17:11:19,DF82-37E9-EAF4-2582-DB39,1462.0,5,1,2,2,1.96867653663367,0,1,0,62,5,2,2,2,3,0,0,3,1,1,0,2,5,0,3,3,0,2,9,2,1,6,7,4,6948288.0,0,63,0,2,23,25,38,0.9997896327206016,1,63
131,87AE-2ACB-CFC4-A97B-8CA3_2017-04-13 09:42:24,87AE-2ACB-CFC4-A97B-8CA3,66485.0,2,1,2,2,0.4563344322932884,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1037437.0,0,5,0,1,1,2,3,0.9397738245999264,1,5
132,7CB8-BB2A-3466-BF2A-9DAB_2017-10-13 10:34:25,7CB8-BB2A-3466-BF2A-9DAB,8172.0,1,2,2,2,0.8729484758423084,88,0,0,4,0,22,1,0,0,23,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,1890871.0,0,92,0,0,2,2,90,0.9956967799044044,1,92
133,D886-8B4F-F384-9A58-F4E4_2017-08-04 05:04:03,D886-8B4F-F384-9A58-F4E4,994.0,2,2,2,2,0.97610557717795,26,0,0,6,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,5,4,0,0,609263.0,0,32,0,2,1,3,29,0.99837117804466,1,32
134,5424-9E45-CE4F-FFAC-9852_2017-10-19 04:06:52,5424-9E45-CE4F-FFAC-9852,16234.0,4,2,13,2,2.4271443847413385,301,0,0,56,13,0,51,25,23,0,0,0,47,20,17,0,0,0,1,42,21,6,46,20,14,2,0,9,12937467.0,0,357,0,3,25,28,329,0.9987467674296326,1,357
137,6D59-7C66-84B8-BBDF-3384_2017-08-03 14:03:48,6D59-7C66-84B8-BBDF-3384,309482.0,3,2,4,2,2.3948143979504946,10,1,0,321,10,23,9,13,15,23,16,9,10,9,8,16,16,14,16,20,8,16,12,5,15,22,10,17,3930940.0,0,332,0,1,140,141,191,0.9270162262152212,1,332
138,CB7B-3CFE-DE55-4E6B-A9AB_2017-05-20 23:30:36,CB7B-3CFE-DE55-4E6B-A9AB,5166.0,3,1,3,2,0.623848004006291,0,1,0,10,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,2573527.0,0,11,0,1,5,6,5,0.9979966595480734,1,11
140,D4C8-452E-32CA-489B-F8DC_2017-05-30 04:40:46,D4C8-452E-32CA-489B-F8DC,14481.0,3,1,2,2,0.623848004006291,0,1,0,7,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1444760.0,0,8,0,1,3,4,4,0.9900763479096324,1,8
141,3D44-C453-7FA4-49A2-B8B8_2017-07-09 07:15:16,3D44-C453-7FA4-49A2-B8B8,18110.0,1,1,6,2,0.8947504818324978,0,0,0,13,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,1,0,0,924244.0,0,13,0,0,6,6,7,0.9807821689089238,1,13
142,832E-9395-3FA4-789F-3537_2017-03-27 00:48:34,832E-9395-3FA4-789F-3537,2698.0,2,1,2,1,0.6519508373776711,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1998958.0,0,9,0,0,3,3,6,0.9986521160479124,1,9
143,A5F7-CED5-24D5-B94A-BC43_2017-10-25 06:20:49,A5F7-CED5-24D5-B94A-BC43,4041.0,3,2,2,2,1.210869382492037,64,1,0,3,10,0,0,0,10,0,0,6,0,0,10,0,0,0,6,0,0,7,2,0,11,0,0,6,1390964.0,0,68,0,0,1,1,67,0.9971032361891176,1,68
146,D64C-A524-454F-7FAA-3279_2017-07-07 23:31:38,D64C-A524-454F-7FAA-3279,430054.0,2,1,4,4,1.214136818761434,0,2,0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,0,0,11,0,3,6,7,607764.0,0,46,0,2,25,27,19,0.5856171313274582,1,46
147,627C-EA7A-6D42-2A96-D95A_2017-08-18 13:40:25,627C-EA7A-6D42-2A96-D95A,1138.0,3,2,12,2,1.967468035102956,56,0,0,59,14,0,2,2,19,1,4,0,2,2,15,2,0,0,11,2,3,4,13,4,13,0,2,0,5957365.0,0,115,0,2,21,23,92,0.999809012431478,1,115
149,85DA-4E7F-E8B4-2378-A5A3_2017-10-06 22:51:25,85DA-4E7F-E8B4-2378-A5A3,216545.0,1,2,5,2,1.2326713884822262,82,0,0,10,0,0,0,21,0,2,2,3,0,21,0,0,0,0,0,1,20,0,0,20,0,2,0,0,1784340.0,0,92,0,0,4,4,88,0.8917753893901949,1,92
150,6D59-7C66-84B8-BBDF-3384_2017-09-18 03:23:06,6D59-7C66-84B8-BBDF-3384,10712.0,2,2,4,2,2.730113963040932,161,0,0,198,3,29,9,7,7,35,18,20,8,11,5,29,19,15,16,17,11,19,7,5,10,26,11,22,3606939.0,0,359,0,1,98,99,260,0.9970389625754392,1,359
151,CC54-BD32-A94F-FEBF-CD3C_2017-05-31 00:16:40,CC54-BD32-A94F-FEBF-CD3C,15111.0,1,1,2,2,0.3767701612564368,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,715084.0,0,3,0,0,1,1,2,0.9793055279754038,1,3
152,29EC-FB5D-CBB8-4234-A7B3_2017-07-07 22:59:27,29EC-FB5D-CBB8-4234-A7B3,305853.0,2,1,2,2,1.4847764102701833,0,0,0,51,4,0,0,11,1,0,0,0,2,2,0,7,0,6,1,11,0,0,2,2,2,0,0,0,3018226.0,0,51,0,1,25,26,25,0.907988648885902,0,51
153,679B-76DF-86B4-7EFA-BF3E_2017-03-18 22:23:09,679B-76DF-86B4-7EFA-BF3E,13166.0,2,1,50,1,2.809678234077784,0,0,0,366,16,12,21,21,9,4,7,1,6,3,0,8,9,8,21,10,5,29,31,38,16,19,36,36,1631340.0,0,366,0,0,110,110,256,0.9919939483346366,1,366
154,EF56-B3AD-64E5-CB79-9A4A_2017-10-20 13:59:29,EF56-B3AD-64E5-CB79-9A4A,5836.0,2,2,3,2,2.2792898678571705,59,0,0,72,11,1,2,8,23,22,0,10,4,3,10,0,1,0,0,2,5,10,2,3,9,0,3,2,1289229.0,0,131,0,1,28,29,102,0.9954936624802616,1,131
155,7CE3-FDD3-E3A4-C239-3E83_2017-04-09 08:23:09,7CE3-FDD3-E3A4-C239-3E83,1345.0,3,1,3,2,0.8729484758423084,0,1,2,9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,4,6043876.0,0,11,1,0,3,3,9,0.9997775102018602,1,12
156,AB45-5586-C24E-D4A9-39AD_2017-08-26 12:24:07,AB45-5586-C24E-D4A9-39AD,339525.0,2,2,2,2,1.6745639804621837,11,1,2,47,3,4,16,0,9,2,1,0,0,2,4,1,2,2,0,2,0,2,0,1,4,4,0,2,267732.0,0,60,1,0,22,22,39,0.4408874660975501,1,61
157,5C8C-F2E9-4F47-EBBD-EDCB_2017-08-06 05:51:45,5C8C-F2E9-4F47-EBBD-EDCB,617616.0,2,2,81,2,2.7878762280875944,11,0,0,270,13,10,8,0,7,14,12,9,6,7,4,3,8,8,31,21,18,12,5,12,27,15,15,16,3653667.0,0,281,0,1,135,136,145,0.8554026975033029,1,281
158,52CF-A6BE-3C74-4789-4BB7_2017-03-18 23:03:48,52CF-A6BE-3C74-4789-4BB7,45077.0,2,1,2,1,1.4884066825358124,0,1,0,32,1,2,4,2,0,0,0,0,1,0,0,0,0,0,3,1,1,3,4,2,4,2,1,2,760095.0,0,33,0,0,14,14,19,0.9440156885733731,1,33
159,8AEA-7249-83C4-5F88-83DB_2017-07-09 03:56:04,8AEA-7249-83C4-5F88-83DB,2946.0,6,1,4,2,1.2688458763029875,0,1,0,23,0,0,3,0,1,0,0,0,2,0,0,0,1,3,1,0,0,3,2,1,3,0,4,0,9063025.0,0,24,0,4,6,10,14,0.9996750485965596,0,24
160,B626-9887-D744-F298-3CE4_2017-10-30 07:50:41,B626-9887-D744-F298-3CE4,2012.0,2,2,9,2,2.694153703984459,138,0,0,192,8,32,7,7,5,31,11,4,3,7,4,28,20,9,11,9,13,10,14,10,17,39,17,14,3060346.0,0,330,0,1,95,96,234,0.99934298994435,1,330
161,8CAD-FDAA-FF44-8AE9-8897_2017-08-10 02:54:11,8CAD-FDAA-FF44-8AE9-8897,984.0,2,2,2,2,1.2920301311257385,19,0,0,15,6,0,0,0,3,0,2,0,0,0,3,0,5,2,0,0,2,0,5,0,2,0,4,0,1044354.0,0,34,0,1,7,8,26,0.9990586776717196,1,34
163,8339-D8F3-5DB4-B4AB-2743_2017-10-04 07:48:00,8339-D8F3-5DB4-B4AB-2743,2961.0,4,2,2,2,2.3399363607805803,243,0,0,48,3,35,0,0,3,31,0,27,1,0,3,34,1,0,28,0,2,37,4,1,6,46,2,27,12062882.0,0,291,0,3,20,23,268,0.9997545965085076,1,291
166,62FE-2943-A43B-9BC3-6629_2017-03-21 02:52:46,62FE-2943-A43B-9BC3-6629,792122.0,1,1,3,1,0.3445982481028228,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,347486.0,0,5,0,0,2,2,3,0.30491712939888105,1,5
167,6CB5-655D-C884-8338-6CA2_2017-09-04 09:16:57,6CB5-655D-C884-8338-6CA2,1113043.0,1,2,8,2,1.8967560185207248,36,0,0,42,9,0,2,11,0,4,0,2,2,9,0,0,1,1,2,1,10,0,3,15,0,0,2,4,775548.0,0,78,0,0,18,18,60,0.4106489970565358,0,78
168,CB95-8CF5-5F62-4246-A5F5_2017-11-07 01:49:08,CB95-8CF5-5F62-4246-A5F5,1745.0,1,1,2,2,3.0047670352079603,0,0,0,612,38,16,30,48,53,33,14,17,4,5,19,34,28,24,17,3,38,31,50,22,20,25,18,25,4258718.0,0,612,0,0,232,232,380,0.9995904201022284,1,612
169,EADD-25EB-F363-4FAB-CE5C_2017-04-21 20:41:20,EADD-25EB-F363-4FAB-CE5C,4118.0,3,1,2,2,0.5660857389596289,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,3144671.0,0,6,0,2,1,3,3,0.9986921956345756,1,6
172,7BD7-2C87-38D4-B8BF-999F_2017-08-25 05:07:12,7BD7-2C87-38D4-B8BF-999F,8407.0,7,2,4,2,2.1265965771766595,82,1,0,28,16,0,2,6,18,5,4,3,0,1,18,0,0,0,3,0,2,7,2,2,15,4,0,3,13369378.0,0,111,0,5,5,10,101,0.9993715701067104,1,111
173,A55F-54AA-B842-4D2A-BC25_2017-06-04 04:02:06,A55F-54AA-B842-4D2A-BC25,1229.0,2,1,2,2,0.7214636866925115,0,1,0,9,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,825656.0,0,10,0,0,4,4,6,0.9985136990028844,1,10
174,4236-F267-E647-8C33-3BE4_2017-06-14 15:20:44,4236-F267-E647-8C33-3BE4,1233.0,4,1,5,2,1.8749540125305348,0,0,0,67,1,3,3,10,4,2,0,2,0,0,0,3,0,5,4,4,5,3,5,5,1,4,1,2,9010464.0,0,67,0,3,24,27,40,0.9998631778232224,1,67
175,387F-6DF7-E224-7828-33C7_2017-10-22 16:26:07,387F-6DF7-E224-7828-33C7,41312.0,3,2,2,2,2.383540372760959,109,1,0,86,0,0,4,32,2,4,3,4,5,29,0,6,6,2,6,4,28,7,10,24,3,3,8,6,2367456.0,0,196,0,1,41,42,154,0.9828493238037038,1,196
176,5B67-DF53-5C73-4549-B644_2017-05-25 07:38:23,5B67-DF53-5C73-4549-B644,66190.0,5,1,2,2,1.479593840525215,0,1,0,31,3,5,2,1,0,0,0,0,3,0,0,0,2,0,4,3,1,1,0,0,3,2,2,0,5814107.0,0,32,0,3,10,13,19,0.9887437658335964,1,32
177,ED2B-3457-E888-4658-E6BC_2017-06-01 07:26:38,ED2B-3457-E888-4658-E6BC,19846.0,2,1,4,2,0.6519508373776711,0,1,0,7,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1437344.0,0,8,0,0,3,3,5,0.9863806367048911,1,8
178,989D-2F93-F84F-9A97-237F_2017-08-20 12:29:00,989D-2F93-F84F-9A97-237F,1110399.0,3,2,10,2,1.767819279749998,63,1,0,25,0,2,0,7,3,0,2,14,0,3,0,0,0,0,13,2,7,15,1,2,0,2,0,16,3113636.0,0,89,0,1,12,13,76,0.7371236270532796,1,89
179,6255-64DB-CA24-E2AB-6273_2017-10-22 19:54:47,6255-64DB-CA24-E2AB-6273,2393.0,5,2,3,2,2.4990649028542835,322,0,6,31,0,0,43,1,1,1,5,36,42,3,4,1,5,7,32,42,3,40,46,4,0,3,6,34,10385615.0,0,358,1,4,9,13,346,0.9997696382213028,1,359
180,A88A-7A25-6E4F-DE85-DA3E_2017-07-31 16:23:43,A88A-7A25-6E4F-DE85-DA3E,19767.0,1,2,7,2,1.0986122886681096,11,0,0,13,0,0,5,0,2,0,0,2,4,0,0,0,0,1,0,6,0,0,2,0,0,0,2,0,1541127.0,0,24,0,0,6,6,18,0.9873361035406631,1,24
182,952F-D8A7-C3B6-4C8C-8222_2017-04-05 12:23:16,952F-D8A7-C3B6-4C8C-8222,45548.0,2,1,2,1,2.9470047701612985,0,2,17595,7,781,746,743,751,686,667,682,715,741,736,745,732,750,735,738,755,750,729,730,732,730,772,720,738,2117523.0,0,8807,8797,0,3,3,17601,0.9789429010883138,0,17604
183,6594-A3BF-95C4-F5A9-A42E_2017-11-01 09:53:23,6594-A3BF-95C4-F5A9-A42E,1678.0,2,1,5,2,2.925202764171108,0,0,0,703,35,10,8,2,12,8,10,73,46,71,51,56,18,71,59,27,29,10,21,13,16,14,19,24,2336535.0,1,703,0,1,347,348,355,0.9992823579374506,1,703
184,F44D-4BDA-7944-9E5B-9BFF_2017-09-01 10:27:51,F44D-4BDA-7944-9E5B-9BFF,10165.0,2,2,3,2,1.5486301307614119,111,0,0,18,0,2,3,2,2,3,0,25,2,0,0,3,0,0,25,0,0,29,2,0,0,4,0,27,4065748.0,0,129,0,1,8,9,120,0.9975060802328216,1,129
185,D9A7-F6C7-A4AE-4A6F-7387_2017-03-01 04:27:09,D9A7-F6C7-A4AE-4A6F-7387,124767.0,1,1,2,1,0.4505612088663046,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,646100.0,0,4,0,0,1,1,3,0.8381471771395066,1,4
187,72E6-83B5-7E48-8CA7-7CE7_2017-10-19 04:07:24,72E6-83B5-7E48-8CA7-7CE7,17795.0,10,2,4,2,2.1742933185645006,303,1,0,36,4,0,5,0,0,2,75,0,4,0,0,1,74,73,1,3,1,7,8,3,0,6,73,0,23985222.0,0,340,0,8,5,13,327,0.9992586348624424,1,340
188,2A5D-5A8E-F34C-7A22-F95B_2017-06-06 05:42:22,2A5D-5A8E-F34C-7A22-F95B,1787.0,3,1,6,2,1.9686765366336696,0,1,0,64,3,4,5,5,6,0,0,5,1,2,0,0,1,10,3,4,3,1,3,1,0,2,4,2,4249470.0,0,65,0,1,27,28,37,0.999579653735354,1,65
189,4DBE-688C-9F74-27AC-8FDE_2017-06-08 00:33:09,4DBE-688C-9F74-27AC-8FDE,38875.0,2,1,2,2,1.3122356595190778,0,0,0,42,1,0,2,7,9,12,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2377274.0,0,42,0,1,19,20,22,0.9839103465887244,1,42
191,E428-5BD7-C447-4A5D-67E5_2017-08-20 03:26:40,E428-5BD7-C447-4A5D-67E5,268483.0,2,2,2,2,0.7097131024243333,46,1,0,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,11,1003533.0,0,50,0,0,1,1,49,0.7889311140740368,1,50
193,7335-6F56-F646-4B36-8A6C_2017-03-08 16:51:28,7335-6F56-F646-4B36-8A6C,1070.0,3,1,3,1,0.5140966973399506,0,1,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3415245.0,0,7,0,0,2,2,5,0.9996867970313044,1,7
194,A2BD-3CBD-8BF4-26B9-2F9F_2017-06-07 13:53:57,A2BD-3CBD-8BF4-26B9-2F9F,27878.0,1,1,4,2,0.7315151084145227,0,0,0,12,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,717711.0,0,12,0,0,5,5,7,0.9626094269094636,1,12
195,2446-873B-A254-683B-8F6F_2017-01-19 03:26:51,2446-873B-A254-683B-8F6F,281180.0,2,1,1,1,1.943990302766733,0,1,0,97,5,0,5,0,0,6,8,2,4,0,1,0,6,6,2,5,2,5,1,2,25,5,4,4,583569.0,0,98,0,1,41,42,56,0.6748420639977613,0,98
197,57FF-8625-FA67-4FB7-A749_2017-10-14 10:31:45,57FF-8625-FA67-4FB7-A749,58017.0,1,2,4,2,2.232055583611162,120,0,0,41,0,5,16,3,2,6,0,27,0,3,0,7,0,0,22,1,3,27,0,4,0,10,2,23,2604549.0,0,161,0,0,15,15,146,0.9782101176083522,1,161
198,CB66-D3C5-55C4-7D4B-4346_2017-10-28 14:39:54,CB66-D3C5-55C4-7D4B-4346,3678.0,2,2,16,2,2.36173836677077,99,0,0,52,0,19,2,0,0,15,11,4,0,1,1,16,15,11,0,0,1,2,3,3,5,20,10,12,2129690.0,0,151,0,0,19,19,132,0.9982759655155604,1,151
199,F63F-BBAA-8BE4-4EEA-F53E_2017-09-27 00:34:26,F63F-BBAA-8BE4-4EEA-F53E,1994417.0,5,2,6,2,2.5208669088444733,208,0,0,45,12,5,2,0,11,4,13,31,2,0,6,5,15,13,31,0,0,37,3,5,6,7,15,30,11895530.0,0,253,0,4,14,18,235,0.8564129150384807,0,253
200,7DF7-F552-7242-67B8-55D8_2017-09-03 05:46:12,7DF7-F552-7242-67B8-55D8,2438.0,2,2,4,2,1.4298983731002697,60,1,0,10,0,0,0,0,0,0,8,7,0,0,0,0,8,12,7,0,2,7,2,1,2,0,8,7,1299807.0,0,71,0,0,5,5,66,0.998127848446337,1,71
201,5FBD-F5DC-AD46-D6A3-5EEA_2017-10-03 12:54:38,5FBD-F5DC-AD46-D6A3-5EEA,1849.0,5,2,3,2,1.6063923958080746,238,0,2,26,0,0,61,0,3,6,2,0,57,0,0,0,4,2,2,57,0,11,57,0,0,2,2,0,12390671.0,0,265,1,4,5,9,257,0.9998507970937308,1,266
202,D472-D57C-8D9D-493B-9452_2017-04-09 13:39:51,D472-D57C-8D9D-493B-9452,4869.0,3,1,3,2,2.7878762280875944,0,0,0,523,34,18,36,27,14,22,19,22,3,3,10,5,30,10,27,45,47,27,16,11,12,24,22,39,8121005.0,0,523,0,1,229,230,293,0.9994008029167076,1,523
205,34A2-FE7D-B554-4948-8F2A_2017-07-30 03:47:38,34A2-FE7D-B554-4948-8F2A,32959.0,3,2,3,2,1.2688458763029875,7,2,0,16,2,0,1,0,2,0,0,0,0,0,3,1,3,0,1,0,0,5,3,1,3,0,0,0,6046840.0,0,25,0,1,4,5,20,0.9945789326258976,1,25
207,39A5-233A-8746-8A25-FEC6_2017-10-04 12:28:51,39A5-233A-8746-8A25-FEC6,1280075.0,2,2,2,2,1.828465772673408,119,0,2,18,0,0,6,0,1,0,28,0,3,0,2,0,27,27,1,3,0,2,3,0,0,2,30,4,2585591.0,0,138,1,1,7,8,131,0.6688604240511208,1,139
208,53C4-C865-D374-A4FB-4A59_2017-02-13 02:03:41,53C4-C865-D374-A4FB-4A59,1595.0,2,1,7,1,2.8427542652575086,0,1,0,3075,204,157,31,92,81,16,0,0,0,0,0,58,156,25,282,77,120,117,91,440,428,276,215,210,1354528.0,0,3076,0,0,503,503,2573,0.9988238529985848,1,3076
